patient;data_format;num_trees;max_depth;f1 macro avg
chb05;pca136;0100;003;0.58
chb05;pca136;0100;005;0.64
chb05;pca136;0100;007;0.94
chb05;pca136;0100;009;0.95
chb05;pca136;0100;011;0.95
chb05;pca136;0200;003;0.70
chb05;pca136;0200;005;0.96
chb05;pca136;0200;007;0.97
chb05;pca136;0200;009;0.97
chb05;pca136;0200;011;0.97
chb05;pca136;0300;003;0.42
chb05;pca136;0300;005;0.97
chb05;pca136;0300;007;0.98
chb05;pca136;0300;009;0.97
chb05;pca136;0300;011;0.97
chb05;pca136;0500;003;0.39
chb05;pca136;0500;005;0.97
chb05;pca136;0500;007;0.97
chb05;pca136;0500;009;0.58
chb05;pca136;0500;011;0.97
chb05;pca136;0700;003;0.95
chb05;pca136;0700;005;0.97
chb05;pca136;0700;007;0.65
chb05;pca136;0700;009;0.97
chb05;pca136;0700;011;0.97
chb05;pca136;1000;003;0.93
chb05;pca136;1000;005;0.97
chb05;pca136;1000;007;0.62
chb05;pca136;1000;009;0.97
chb05;pca136;1000;011;0.97
