patient;data_format;num_trees;max_depth;f1 macro avg
chb21;pca136;0100;003;0.46
chb21;pca136;0100;005;0.82
chb21;pca136;0100;007;0.92
chb21;pca136;0100;009;0.93
chb21;pca136;0100;011;0.37
chb21;pca136;0200;003;0.26
chb21;pca136;0200;005;0.26
chb21;pca136;0200;007;0.63
chb21;pca136;0200;009;0.34
chb21;pca136;0200;011;0.94
chb21;pca136;0300;003;0.73
chb21;pca136;0300;005;0.91
chb21;pca136;0300;007;0.90
chb21;pca136;0300;009;0.94
chb21;pca136;0300;011;0.93
chb21;pca136;0500;003;0.28
chb21;pca136;0500;005;0.51
chb21;pca136;0500;007;0.52
chb21;pca136;0500;009;0.95
chb21;pca136;0500;011;0.92
chb21;pca136;0700;003;0.65
chb21;pca136;0700;005;0.89
chb21;pca136;0700;007;0.93
chb21;pca136;0700;009;0.30
chb21;pca136;0700;011;0.93
chb21;pca136;1000;003;0.39
chb21;pca136;1000;005;0.38
chb21;pca136;1000;007;0.92
chb21;pca136;1000;009;0.33
chb21;pca136;1000;011;0.50
