patient;data_format;num_trees;max_depth;f1 macro avg
chb14;pca136;0100;003;0.56
chb14;pca136;0100;005;0.42
chb14;pca136;0100;007;0.59
chb14;pca136;0100;009;0.90
chb14;pca136;0100;011;0.74
chb14;pca136;0200;003;0.35
chb14;pca136;0200;005;0.44
chb14;pca136;0200;007;0.94
chb14;pca136;0200;009;0.94
chb14;pca136;0200;011;0.93
chb14;pca136;0300;003;0.73
chb14;pca136;0300;005;0.93
chb14;pca136;0300;007;0.67
chb14;pca136;0300;009;0.95
chb14;pca136;0300;011;0.92
chb14;pca136;0500;003;0.34
chb14;pca136;0500;005;0.89
chb14;pca136;0500;007;0.94
chb14;pca136;0500;009;0.62
chb14;pca136;0500;011;0.93
chb14;pca136;0700;003;0.87
chb14;pca136;0700;005;0.92
chb14;pca136;0700;007;0.59
chb14;pca136;0700;009;0.62
chb14;pca136;0700;011;0.91
chb14;pca136;1000;003;0.29
chb14;pca136;1000;005;0.89
chb14;pca136;1000;007;0.36
chb14;pca136;1000;009;0.94
chb14;pca136;1000;011;0.95
