patient;data_format;num_trees;max_depth;f1 macro avg
chb19;21x14;003;:;1.00
chb19;21x14;005;:;1.00
chb19;21x14;007;:;1.00
chb19;21x14;009;:;1.00
chb19;21x14;003;:;1.00
chb19;21x14;005;:;1.00
chb19;21x14;007;:;1.00
chb19;21x14;009;:;1.00
chb19;21x14;003;:;1.00
chb19;21x14;005;:;1.00
chb19;21x14;007;:;1.00
chb19;21x14;009;:;1.00
chb19;21x14;003;:;1.00
chb19;21x14;005;:;1.00
chb19;21x14;007;:;1.00
chb19;21x14;009;:;1.00
chb19;21x14;003;:;1.00
chb19;21x14;005;:;1.00
chb19;21x14;007;:;1.00
chb19;21x14;009;:;1.00
chb19;pca136;003;:;1.00
chb19;pca136;005;:;1.00
chb19;pca136;007;:;1.00
chb19;pca136;009;:;1.00
chb19;pca136;003;:;1.00
chb19;pca136;005;:;1.00
chb19;pca136;007;:;1.00
chb19;pca136;009;:;1.00
chb19;pca136;003;:;1.00
chb19;pca136;005;:;1.00
chb19;pca136;007;:;1.00
chb19;pca136;009;:;1.00
chb19;pca136;003;:;1.00
chb19;pca136;005;:;1.00
chb19;pca136;007;:;1.00
chb19;pca136;009;:;1.00
chb19;pca136;003;:;1.00
chb19;pca136;005;:;1.00
chb19;pca136;007;:;1.00
chb19;pca136;009;:;1.00
