patient;data_format;num_trees;max_depth;f1 macro avg
chb04;pca136;0100;003;0.65
chb04;pca136;0100;005;0.72
chb04;pca136;0100;007;0.74
chb04;pca136;0100;009;0.76
chb04;pca136;0100;011;0.72
chb04;pca136;0200;003;0.69
chb04;pca136;0200;005;0.80
chb04;pca136;0200;007;0.69
chb04;pca136;0200;009;0.72
chb04;pca136;0200;011;0.76
chb04;pca136;0300;003;0.99
chb04;pca136;0300;005;0.80
chb04;pca136;0300;007;0.68
chb04;pca136;0300;009;0.74
chb04;pca136;0300;011;0.72
chb04;pca136;0500;003;0.78
chb04;pca136;0500;005;0.77
chb04;pca136;0500;007;0.73
chb04;pca136;0500;009;0.70
chb04;pca136;0500;011;0.73
chb04;pca136;0700;003;0.75
chb04;pca136;0700;005;0.79
chb04;pca136;0700;007;0.79
chb04;pca136;0700;009;0.72
chb04;pca136;0700;011;0.70
chb04;pca136;1000;003;1.00
chb04;pca136;1000;005;0.76
chb04;pca136;1000;007;0.78
chb04;pca136;1000;009;0.69
chb04;pca136;1000;011;0.69
