patient;data_format;num_trees;max_depth;f1 macro avg
chb13;pca136;0100;003;0.75
chb13;pca136;0100;005;0.94
chb13;pca136;0100;007;0.96
chb13;pca136;0100;009;0.96
chb13;pca136;0100;011;0.97
chb13;pca136;0200;003;0.87
chb13;pca136;0200;005;0.96
chb13;pca136;0200;007;0.97
chb13;pca136;0200;009;0.96
chb13;pca136;0200;011;0.97
chb13;pca136;0300;003;0.92
chb13;pca136;0300;005;0.96
chb13;pca136;0300;007;0.96
chb13;pca136;0300;009;0.96
chb13;pca136;0300;011;0.96
chb13;pca136;0500;003;0.93
chb13;pca136;0500;005;0.96
chb13;pca136;0500;007;0.96
chb13;pca136;0500;009;0.96
chb13;pca136;0500;011;0.96
chb13;pca136;0700;003;0.94
chb13;pca136;0700;005;0.96
chb13;pca136;0700;007;0.97
chb13;pca136;0700;009;0.97
chb13;pca136;0700;011;0.97
chb13;pca136;1000;003;0.92
chb13;pca136;1000;005;0.96
chb13;pca136;1000;007;0.96
chb13;pca136;1000;009;0.96
chb13;pca136;1000;011;0.97
