patient;data_format;num_trees;max_depth;f1 macro avg
chb15;21x14;003;:;0.27
chb15;21x14;005;:;0.32
chb15;21x14;007;:;0.37
chb15;21x14;009;:;0.43
chb15;21x14;003;:;0.28
chb15;21x14;005;:;0.34
chb15;21x14;007;:;0.39
chb15;21x14;009;:;0.45
chb15;21x14;003;:;0.30
chb15;21x14;005;:;0.36
chb15;21x14;007;:;0.42
chb15;21x14;009;:;0.49
chb15;21x14;003;:;0.33
chb15;21x14;005;:;0.39
chb15;21x14;007;:;0.46
chb15;21x14;009;:;0.57
chb15;21x14;003;:;0.36
chb15;21x14;005;:;0.42
chb15;21x14;007;:;0.53
chb15;21x14;009;:;0.67
chb15;pca136;003;:;0.20
chb15;pca136;005;:;0.23
chb15;pca136;007;:;0.28
chb15;pca136;009;:;0.36
chb15;pca136;003;:;0.20
chb15;pca136;005;:;0.25
chb15;pca136;007;:;0.31
chb15;pca136;009;:;0.40
chb15;pca136;003;:;0.22
chb15;pca136;005;:;0.27
chb15;pca136;007;:;0.34
chb15;pca136;009;:;0.47
chb15;pca136;003;:;0.24
chb15;pca136;005;:;0.31
chb15;pca136;007;:;0.41
chb15;pca136;009;:;0.58
chb15;pca136;003;:;0.27
chb15;pca136;005;:;0.36
chb15;pca136;007;:;0.51
chb15;pca136;009;:;0.69
