patient;data_format;num_trees;max_depth;f1 macro avg
chb10;pca136;0100;003;0.46
chb10;pca136;0100;005;0.49
chb10;pca136;0100;007;0.55
chb10;pca136;0100;009;0.59
chb10;pca136;0100;011;0.58
chb10;pca136;0200;003;0.41
chb10;pca136;0200;005;0.46
chb10;pca136;0200;007;0.54
chb10;pca136;0200;009;0.59
chb10;pca136;0200;011;0.64
chb10;pca136;0300;003;0.38
chb10;pca136;0300;005;0.46
chb10;pca136;0300;007;0.56
chb10;pca136;0300;009;0.66
chb10;pca136;0300;011;0.59
chb10;pca136;0500;003;0.40
chb10;pca136;0500;005;0.48
chb10;pca136;0500;007;0.64
chb10;pca136;0500;009;0.62
chb10;pca136;0500;011;0.58
chb10;pca136;0700;003;0.37
chb10;pca136;0700;005;0.45
chb10;pca136;0700;007;0.64
chb10;pca136;0700;009;0.59
chb10;pca136;0700;011;0.58
chb10;pca136;1000;003;0.42
chb10;pca136;1000;005;0.50
chb10;pca136;1000;007;0.67
chb10;pca136;1000;009;0.58
chb10;pca136;1000;011;0.60
